-115.76332	33.93425
-115.75107	33.980225
-115.78571	34.008831
-115.79941	34.020145
-115.87405	34.05835
-115.93957	34.091808
-115.96654	34.10334
-116.06213	34.144142
-116.08358	34.153282
-116.16166	34.178215
-116.18351	34.185181
-116.26383	34.20715
-116.34556	34.229427
-116.3673	34.232647
-116.47401	34.248375
-116.51711	34.2547
-116.58136	34.26083
-116.6422	34.266602
-116.68845	34.274437
-116.79465	34.292355
-116.83965	34.299911
-116.89648	34.320744
-116.95028	34.340424
-116.99434	34.35817
-117.04241	34.377506
-117.09721	34.376553
-117.1526	34.375565
-117.20572	34.371799
-117.29243	34.365612
-117.31407	34.366562
-117.42262	34.371262
-117.46036	34.372879
-117.52708	34.391842
-117.55843	34.400742
-117.62415	34.430008
-117.69475	34.461388
-117.72107	34.468407
-117.82419	34.495834
-117.87993	34.510612
-117.92645	34.525139
-117.98791	34.544285
-118.0296	34.551922
-118.13571	34.571285
-118.1443	34.572849
-118.23956	34.597092
-118.34033	34.622627
-118.44653	34.650879
-118.50526	34.666454
-118.54381	34.68766
-118.59415	34.715313
-118.63074	34.739334
-118.67183	34.76627
-118.61427	34.818184
-118.60114	34.831978
-118.54298	34.893024
-118.53271	34.898727
-118.44317	34.948444
-118.40427	34.970024
-118.35271	34.997189
-118.10793	35.152451
-118.07217	35.183132
-118.05124	35.224743
-118.01611	35.294476
-118.01912	35.305573
-118.04196	35.3899
-118.04738	35.409878
-118.05687	35.475262
-118.06116	35.504745
-118.02652	35.554501
-117.99181	35.604332
-117.97384	35.630447
-117.92146	35.706566
-117.91971	35.709099
-117.88131	35.787083
-117.86913	35.811813
-117.87187	35.871658
-117.87566	35.953548
-117.87794	35.957577
-117.92269	36.036491
-117.92683	36.04377
-117.94804	36.12035
-117.97136	36.204197
-118.00768	36.286278
-118.04389	36.367844
-118.05421	36.391041
-118.07919	36.44965
-118.10857	36.518364
-118.11192	36.532009
-118.13284	36.616764
-118.14841	36.6796
-118.15741	36.700794
-118.19226	36.782745
-118.19883	36.798161
-118.20748	36.867908
-118.2174	36.947411
-118.21942	36.953648
-118.24658	37.037354
-118.25702	37.069424
-118.28467	37.118187
-118.32932	37.196716
-118.38878	37.270538
-118.44801	37.34383
-118.47272	37.374332
-118.5113	37.415062
-118.56339	37.469921
-118.57491	37.486061
-118.62901	37.561676
-118.64223	37.580132
-118.70486	37.624397
-118.74527	37.652908
-118.80135	37.664394
-118.85158	37.67466
-118.90372	37.699024
-118.90739	37.700741
-118.96703	37.769985
-118.9918	37.798676
-119.02377	37.844345
-119.06318	37.900509
-119.07644	37.920528
-119.12743	37.997372
-119.13857	38.014137
-119.15538	38.080193
-119.17697	38.164684
-119.18153	38.182503
-119.14789	38.245636
-119.12383	38.290737
-119.12836	38.328152
-119.13877	38.413906
-119.1431	38.449398
-119.1838	38.484413
-119.18859	38.485909
-119.27268	38.512062
-119.29589	38.514854
-119.39098	38.526276
-119.39471	38.539719
-119.41513	38.613121
-119.42065	38.623329
-119.46381	38.702972
-119.47404	38.721813
-119.5343	38.769421
-119.58851	38.812145
-119.60507	38.836147
-119.65785	38.912468
-119.67042	38.930595
-119.69175	38.994144
-119.71985	39.077492
-119.72427	39.090591
-119.74092	39.161968
-119.76077	39.246647
-119.76205	39.252098
-119.73448	39.330013
-119.72076	39.368797
-119.73007	39.41423
-119.7432	39.478104
-119.7616	39.494545
-119.83573	39.560627
-119.84518	39.569031
-119.92004	39.619564
-119.95438	39.642689
-119.97967	39.690727
-120.02192	39.770744
-120.02464	39.775887
-120.05398	39.853294
-120.08546	39.935997
-120.15024	40.007393
-120.16354	40.022007
-120.23058	40.069283
-120.27054	40.097397
-120.32605	40.117062
-120.39961	40.143074
-120.42722	40.159359
-120.48788	40.195099
-120.51205	40.217728
-120.58432	40.28521
-120.58686	40.287586
-120.69083	40.320477
-120.72466	40.331162
-120.80531	40.333954
-120.87231	40.336243
-120.91713	40.353199
-120.94583	40.364052
-120.9945	40.401451
-121.05003	40.444038
-121.06886	40.467098
-121.12899	40.540619
-121.1764	40.5984
-121.18037	40.616463
-121.199	40.700996
-121.20608	40.732967
-121.21623	40.785698
-121.22809	40.847015
-121.2288	40.870739
-121.23141	40.95639
-121.23279	41.001034
-121.24126	41.04158
-121.25901	41.126263
-121.27386	41.196686
-121.28082	41.210194
-121.3223	41.290409
-121.32932	41.303959
-121.36423	41.370506
-121.40639	41.450558
-121.41041	41.458164
-121.45191	41.529655
-121.47446	41.56839
-121.48871	41.61079
-121.50884	41.670544
-121.52502	41.691711
-121.58247	41.766773
-121.58935	41.775742
-121.68123	41.812962
-121.72858	41.832096
-121.75859	41.873642
-121.80119	41.932495
-121.79872	41.951729
-121.78951	42.023766
-121.78927	42.037086
-121.78775	42.122711
-121.78712	42.159088
-121.81898	42.202785
-121.87447	42.278706
-121.87643	42.281387
-121.94117	42.349972
-121.9672	42.377487
-121.97006	42.380505
-121.97108	42.429317
-121.97282	42.510105
-121.9717	42.514854
-121.95177	42.599396
-121.93184	42.68396
-121.92747	42.702465
-121.9044	42.767475
-121.87486	42.850716
-121.86337	42.883022
-121.86024	42.935432
-121.85513	43.02108
-121.85472	43.027996
-121.85569	43.1068
-121.8558	43.115078
-121.77367	43.121597
-121.74744	43.122349
-121.62463	43.125767
-121.57466	43.127132
-121.50188	43.130177
-121.38586	43.134956
-121.37917	43.134624
-121.25661	43.12859
-121.21313	43.126423
-121.13465	43.118744
-121.01306	43.106735
-120.93694	43.099148
-120.89104	43.099407
-120.80949	43.099827
-120.76984	43.09185
